"X","t","pval","FC","log2FC"
"IFNA21",-0.789895452420485,0.430960768004791,0.955782674525886,-0.0652454788013403
"PPHLN1",6.6685153360786,3.31594436993282e-10,1.12822384866663,0.174053338411942
"ATP13A3",2.11626177157308,0.0360698337193932,1.12684662184277,0.172291159728861
"GAL",5.94794050377967,1.17783236995446e-08,7.43040230036927,2.8934403239584
"TMEM87B",6.67206792536531,5.20119914328633e-10,1.33173109016339,0.413302795581862
"SCTR",-10.026163515048,2.33990826959315e-17,0.147095784537308,-2.76517219237527
"RPL38",-0.580307640671551,0.562439126340927,1.08699933918927,0.120351063319539
"KTI12",9.07001420338027,2.01900353074706e-16,1.25142674917125,0.323573846998908
"FGF2",-34.5677124647945,1.23752429239037e-84,0.14919809305633,-2.74469899867596
"IKZF5",-11.5353634071473,8.66795258009399e-23,0.74446595844076,-0.425722213456112
"TERF1",3.75908031387923,0.000219573385727272,1.14643880258058,0.19715934526329
"NKX2-3",7.90091829452114,4.34328899237966e-14,10.6559404768286,3.41358602366068
"TMEM254",10.4877416585636,4.80705717980881e-20,1.54357455571699,0.626275167802725
"SLC28A1",-6.36895951750311,1.65815731687031e-09,1.38496822982347,0.469852882265922
"SPG7",-2.77796289959302,0.0061305520494336,0.96251704675834,-0.0551160029655121
"CLEC4D",2.05343052991779,0.0417336967725359,3.38505232864933,1.75917813622254
"SNORD109B",NA,NA,NA,NA
"PIGC",18.8551627685241,7.47040673736132e-50,1.51667462612145,0.600911615822583
"LDLR",-4.31252101280557,3.13034435317185e-05,0.731674827709637,-0.45072546916477
"SENP7",-9.21884094660382,3.58571616270219e-16,0.698518379842188,-0.517630017680233
"HLA-DPB2",8.90011214358365,1.96262551892497e-15,2.7678037092794,1.4687416316702
"BTBD8",-11.2771592590606,1.35794317339519e-21,0.475987096478707,-1.07100563080479
"CTNNAL1",-21.5490441501339,2.00568159688395e-50,0.48098481780508,-1.05593673856981
"CFLAR",-16.6121780341939,1.02995058689382e-35,0.530392169646061,-0.914868618260741
"SMAD7",-3.6279659065516,0.000386236905181616,0.93133897489015,-0.102621740867061
"SGSH",0.330928348059594,0.741133066761353,1.05017381635407,0.0706281309758557
"TAL2",4.24712109359822,3.74278647331457e-05,1.42260607697552,0.508536231456832
"FEN1",29.3169197662087,1.0093749650222e-72,2.98518156117508,1.57781868004657
"ALDH9A1",-8.23748861560287,8.08113910896057e-14,0.795542341644644,-0.329989376832472
"GOLPH3L",12.6669008779757,6.59810021636274e-30,1.53592094479844,0.619103961187724
"TRIM27",8.7218769138947,8.46702434990044e-15,1.26025082066042,0.333710893813524
"OR51T1",0.0969720910696829,0.922875706131041,1.2710782193152,0.346052813305817
"MYOZ2",-12.0922469728572,1.26617923677243e-22,0.0331916899923161,-4.9130341020439
"SDHAP1",-7.61713221187394,2.77427397630481e-12,0.757178694929531,-0.401294277020511
"SLC52A2",27.418521775191,2.0083244127577e-63,3.4787772082427,1.79858028722007
"VWCE",-22.5005535677097,9.50069951997797e-50,0.261471981356237,-1.93527173550543
"HHLA1",3.36310220411182,0.000893712764018981,3.77233207062874,1.91545667907839
"TXNRD3",-15.5989508894746,1.11056593305009e-43,0.783689069176953,-0.35164672030716
"TXNRD3NB",-15.5989508894746,1.11056593305009e-43,0.783689069176953,-0.35164672030716
"ARHGEF17",-11.0849202861273,6.62280315571756e-23,0.822834545965116,-0.281325729504934
"DTD1",-3.23972168880638,0.0013286988587509,1.05473602750967,0.0768819757525489
"CEACAM4",-0.753343946358203,0.452544384496495,1.00773385366848,0.0111146679133592
"CLEC17A",1.35652620585975,0.176890387281203,1.66759432160715,0.73776836468809
"RRAGB",-8.40741528209094,1.73187927663746e-15,0.910674498271374,-0.134992610172922
"SPINT1",7.283351248119,4.76488305092661e-11,1.86943974385092,0.902605970715506
"CATSPER3",8.22733465365492,3.61584205634057e-14,1.7116786296405,0.775411858896924
"AKAP8L",9.96345540340524,2.8743662909819e-18,1.46923595655847,0.555066108637848
"NEURL1B",-4.83619557182053,3.46756572249974e-06,0.812458142197226,-0.299634607520512
"ZDHHC19",-4.10325421023397,6.82205194557614e-05,1.15718978860024,0.210625497650117
"LOC340357",-0.831166435733319,0.40709595134506,1.34600951530559,0.42868860878602
"TPSAB1",-0.0796043371746475,0.936656266961449,1.4845081311505,0.56998499547235
"OPALIN",1.11673765425668,0.265728488628187,1.82265504207601,0.866041540983184
"LRRC6",10.3551240861203,8.15316064092456e-22,2.57623126893784,1.36526211036764
"VCX3B",2.45063464517892,0.0148811559804544,12.8258378135614,3.68098116399388
"HAUS4",-9.53320144328829,1.77181278167962e-17,0.819237996424931,-0.287645465508211
"MTFMT",-9.02726114162668,6.22008869439719e-17,0.903103164976098,-0.147037293119155
"MYLK4",-17.3543553868709,1.52738005508227e-38,0.390415589057403,-1.3569174348995
"ZBTB5",-1.57026542877032,0.118548026897295,0.978863017391491,-0.0308211124405701
"TICAM2",-2.60261712002146,0.0101933343531638,0.914511768152817,-0.128926359854353
"ABCA13",-8.12282904789955,1.86748528097142e-13,1.49199369471382,0.577241438659954
"DPP8",-8.50978827344563,1.74339054604525e-14,0.675862160991981,-0.565199049460067
"FCER1A",-20.1836113482304,2.15398371107443e-53,0.431212907322906,-1.21352773253894
"ZBTB41",10.6244341022034,1.69962768874978e-20,1.69867875162511,0.76441304071583
"ESYT3",-9.72272929089692,1.53631688826485e-17,0.617211404098413,-0.696163376328958
"PDHA1",-4.88869568683903,2.91663399803096e-06,0.813774131207204,-0.297299675095378
"OR11G2",-1.02133048269562,0.30911173850205,0.41984264399521,-1.25207938429385
"RNF41",-10.4915474535727,1.46864967830585e-19,0.797935332366454,-0.325656265049558
"IKBKB",4.40963554844919,1.46790222602053e-05,1.30942752887218,0.388936214992093
"EIF2AK3",5.13025584475604,7.27418184381081e-07,1.22564689489472,0.293543402879551
"GCN1L1",1.30675708885321,0.193138179871944,1.06346400924944,0.0887712090804719
"LINC01006",4.41907240625219,1.34326827722036e-05,1.6824608408543,0.750572926611069
"TRIM54",-1.66261199327725,0.0987767491628979,0.0926690259363158,-3.43176898248029
"SCG2",9.61250797026449,6.33799362825107e-17,7.57733097637048,2.92168976591138
"ZNF823",-3.28865677087815,0.00125088562590154,0.927588828167882,-0.10844265054365
"HMG20A",-5.01938267493765,1.30512853010533e-06,0.929633405486269,-0.105266183348591
"SORCS3",4.29610687885728,2.7615755549285e-05,4.84339016556839,2.27601722578857
"CLUH",-0.586060633358178,0.558774191044322,1.00655999366073,0.00943316329491356
"MED12L",4.453179697511,1.4035058290899e-05,2.35800093989819,1.23756429337543
"CTAGE9",1.13751191095258,0.257396434067873,1.10793284835539,0.147870442505752
"VRK3",10.2771340920938,4.02732210787358e-20,1.26335680791281,0.337262154808261
"FAM102B",2.10162580948471,0.0366684021091314,1.32835807052729,0.409644090165663
"CHEK1",22.3163076036665,5.64237315078554e-58,2.69472896190494,1.43014017279975
"DNAH14",14.8480587448846,4.44011378136468e-29,2.96478547174655,1.56792771689789
"C10orf76",-4.25880343046604,2.78888436163639e-05,0.974096515398458,-0.0378633704357023
"RANGRF",-5.70505696369825,3.38038143867467e-08,0.952357981560056,-0.0704241251949066
"IRF3",7.49057303905062,5.28158771566703e-12,1.47750165847379,0.563159749807594
"GFRAL",-5.79603916630804,6.1986312225768e-08,0.147167490950342,-2.76446907719135
"S100A8",0.00946454211964675,0.9924576172848,12.6106943264131,3.65657580542236
"IGFBP1",-11.2288514073743,2.38700135484194e-20,0.378656700690299,-1.4010376360913
"TFRC",12.2237238424304,3.42628822858924e-26,2.06450750841778,1.04579766546851
"PARP4",-11.2192366815094,1.76992828483652e-23,0.809130634994949,-0.305555448790198
"CIDEC",-24.3647046015541,1.56009742317312e-52,0.0285895027992864,-5.12837065953083
"UCN2",0.495280082992731,0.621165795300791,1.43322361397207,0.519263718881592
"GATA5",8.47996802049432,1.72552638492369e-15,13.3630402908339,3.74017637466839
"SFTA1P",-6.57108423172127,1.25175682440486e-09,0.359579621484175,-1.47561683381476
"TMEM106A",0.108141866064126,0.914007128607252,1.09623573548251,0.132558070051956
"SFTA3",-0.573986252392536,0.567013150726641,0.650510339898318,-0.620356106043493
"ANKRD9",3.55551318313929,0.000488920339964862,1.33831387515022,0.420416511358905
"CPA1",-27.99659330258,8.77479925550408e-55,0.0465680811615659,-4.42451475266107
"CSRNP1",-15.8800647261406,1.8196361986043e-31,0.26869391745638,-1.89596443209542
"YARS",20.7028825224724,1.55048919788142e-56,1.61268412993519,0.689463891189377
"TOM1L1",7.87713218725709,5.95219344413949e-13,1.76138595807,0.816711069750293
"DHCR7",12.2530997313266,7.28270231377213e-25,2.20871813609477,1.14320932199607
"RTN3",-5.01339378608471,1.66157986051548e-06,0.820169937215324,-0.286005231282259
"TBC1D3H",4.20731700431741,4.45050247254972e-05,1.77803508318287,0.830283790891305
"PDCD11",4.88971702530706,2.63562555965808e-06,1.19526084147514,0.257325491543365
"ZNF28",8.23241345236062,4.87411475422292e-14,1.44520009905235,0.531269258763655
"UBE2E3",-21.7348319945002,8.09958430493056e-80,0.67229378684811,-0.572836278241951
"SHISA5",14.1021236254611,1.60581863032496e-29,1.55299252114587,0.635050882055059
"EFTUD1",5.40310507350568,1.63668457501861e-07,1.14481704614187,0.195117058834494
"STMN3",3.60666432879154,0.00038303259369134,1.76165043952192,0.816927681806909
"PPP1R36",-9.92847680060056,4.92535808143877e-19,0.767834559547424,-0.38113259882647
"QTRTD1",6.51468723982946,1.31174232055676e-09,1.23397148850916,0.303309060725872
"MAP3K13",-0.855836046313575,0.393463533630581,1.07596597712641,0.105632459486504
"ARMC12",3.29841816668352,0.00117110627396582,1.73973955897846,0.798871349124036
"SH2B1",-1.28529984856494,0.2005446931737,1.01906531254376,0.0272465177092379
"C3orf30",6.56153724709462,1.91452074146745e-10,7.7526923004205,2.95469740638092
"GPR3",-2.16715375168906,0.0320082273302397,0.911507561458578,-0.133673470621259
"PAOX",2.16221861631903,0.0320028852079195,1.15294245427924,0.205320506920475
"KIAA1324L",-12.0766305842843,4.75692649348391e-28,0.792556951999284,-0.335413485925843
"PRPF6",6.94582008310254,1.21036038252685e-10,1.32003883360431,0.400580372177865
"UCKL1",8.61808720723949,2.70180920855688e-15,1.40199255498239,0.487478688208378
"BRPF1",0.601006366857465,0.548790004746236,1.03485367281521,0.0494267866345648
"CD163L1",-12.9364113859189,5.6228572589917e-28,0.584533509972702,-0.774642361344004
"SLC9B1",-3.57471369992908,0.000470639392009434,0.917819352868565,-0.123717867573716
"BLMH",6.7546113020082,4.90922565721978e-11,1.43418521886724,0.52023135394617
"RPL22",-14.8722707924447,3.36829367691171e-32,0.70258361432963,-0.509258164499926
"URGCP",-2.37332515125969,0.0187224041519169,0.981387054195077,-0.0271058544285923
"HSPD1",12.6319245413544,6.99697002130066e-28,1.51962816149037,0.603718353142182
"PCDHB18",-22.9156649498531,2.68850511333401e-59,0.460880148690504,-1.117536466511
"WDR62",25.6608279386227,1.48617835397759e-52,4.55249482614683,2.18665737759826
"PSMB1",5.60492888257389,7.92806918169968e-08,1.21369641111938,0.279407597091146
"FBXO32",-8.09126748508976,2.87365771523398e-13,0.61314004361521,-0.705711466070784
"PPY2",12.0893621471514,2.45723350483869e-31,20.8481257781358,4.38184578780788
"RASAL2",-9.56866839215387,2.09372472253057e-17,0.744407658659579,-0.425835196592183
"GUCY2D",0.736933803170094,0.462367692226352,1.42393469848695,0.509882985960744
"SMYD1",-19.5929952744022,1.01820274823074e-39,0.0335130899552591,-4.89913147853488
"LCE3D",4.20349678159631,2.88693321481061e-05,74.7817802963041,6.22461491208607
"VIMP",17.9986023638428,8.822244019352e-46,1.53455427018728,0.617819668251818
"MYCL",4.05287535930846,8.33948812606155e-05,1.74845809888482,0.806083222826933
"AKAP7",-23.1484341201898,9.46861093524618e-58,0.521732739025809,-0.938617128747667
"LOC400043",-13.309252471647,1.01523965805286e-32,0.787845134984134,-0.344016024784194
"PRR27",0.161724497228847,0.871632617162869,87.3811064263892,6.44924946830235
"KRT4",-1.90710072622064,0.0587111797350811,3.34858109830364,1.7435499086813
"GTPBP8",-4.63661900688659,6.72278734695831e-06,0.937644753478361,-0.0928866641199257
"GLYCTK",-7.39709032253599,1.92197533436516e-11,0.398423163650848,-1.3276265691863
"ACYP2",-14.0622845639494,2.11765373571481e-30,0.637189394632952,-0.650205840010603
"PUS3",-6.44652378931933,6.50535223849096e-10,0.927076365954055,-0.109239912190323
"LGI1",-9.25318892821531,1.34241149147279e-16,2.04139379726247,1.02955451385341
"TPR",1.37070983191064,0.172037495047539,1.09247108943398,0.12759510152715
"CREB3L4",13.51249747012,1.37375734377008e-26,3.01993198076263,1.59451605547037
"POM121C",-3.90146055387011,0.000130176500252305,0.965593551722869,-0.0505120531445745
"ZNF710",7.38301856357009,1.65940175387129e-11,1.43197275929008,0.518004048181143
"ZNF165",6.35614784962952,3.3986909372253e-09,1.53179060082429,0.615219091126943
"MRPS18B",3.72238971045119,0.000268454860874491,1.12746183257777,0.173078595447135
"MYOCD",-21.995939821217,1.26884991921454e-47,0.188953597392664,-2.40389610928154
"KIF2C",27.2614494581124,3.529186691425e-57,11.2255261243755,3.48871115849429
"EOGT",-37.4895306120467,9.27589570797119e-97,0.387995192921267,-1.36588931668014
"DBX2",-23.1658709082738,1.00127931055992e-52,0.22944046393241,-2.12380824857874
"PBRM1",-10.2691787037617,2.17278408567348e-19,0.760598423983776,-0.394793145286655
"UBA6-AS1",1.84300780294093,0.067509341758122,1.08498681263406,0.117677507680752
"SFRP1",-36.9963707708827,3.54115945525505e-123,0.162273191300823,-2.62350341892028
"SPAG9",-10.6546265205657,1.59375349198608e-20,0.759671800717672,-0.396551825993028
"SWSAP1",10.0297251218117,3.46004478364454e-18,1.57947519060569,0.659445276324269
"DKFZP434K028",-1.2155431228862,0.226530286245885,0.479222107133707,-1.06123363184309
"LIME1",6.15825478144183,4.78025204085472e-09,2.17132282921969,1.11857423976674
"FOXH1",19.4132359782011,1.43973360161114e-46,5.64010617999953,2.49572232289301
"AMER3",7.04514788638033,6.68364960274341e-12,45.2384786405558,5.49947850753447
"MTA2",10.4656632635704,5.28128671893576e-20,1.31592187549072,0.396073840754188
"LRRTM2",-34.7658828815796,2.5174244539358e-76,0.147770432420162,-2.75857046727181
"NELFA",7.14082096760201,5.10761858416391e-11,1.29420480581088,0.372065939546385
"ARC",-16.3007232427826,8.33317369683648e-37,0.457823813340576,-1.12713558940998
"TMEM245",-21.3970228905855,1.34021711649987e-47,0.5051668735011,-0.985168057904853
"SDR39U1",0.13408442671039,0.893491931999698,1.0625386384261,0.0875153047347452
"GRIA3",-18.330313292759,4.31973871382777e-44,0.766485614563951,-0.383669379313814
"GEMIN5",-7.50078519695843,2.08709672979437e-12,0.898310497401323,-0.154713901997118
"CD70",2.70947107273312,0.0076785508705874,1.10699372253596,0.146647041006616
"OR2L2",-4.28250052521539,3.83004791145037e-05,0.257752566527568,-1.9559413018307
"FAM86B2",-4.21194713882806,4.41375993647726e-05,0.808334780578214,-0.306975170413791
"LYZL4",-0.409206764494914,0.683021064064324,1.06047859551111,0.0847155020927891
"TXK",-8.78077552335754,1.10909182366353e-15,0.898125805103321,-0.155010550047467
"ZFAT-AS1",2.35654394217226,0.0198059496488215,1.51780020213406,0.601981891964526
"C12orf45",5.59689521964494,7.86714204152886e-08,1.28322102921654,0.359769689749779
"NPHS1",12.7724658726345,4.00070745774517e-29,11.2282761159704,3.48906454178446
"TRIM55",-5.68181251127563,7.22770222580237e-08,1.20165274624173,0.26502004608668
"DDIT3",-0.547349102453124,0.584871268403136,1.08417940584503,0.11660350808184
"PDCD5",14.7489712580029,5.17777227356668e-38,1.59197936778135,0.670821638524516
"SNAI2",-13.7988995036751,4.52115471153075e-29,0.538649380805939,-0.892581599585086
"NGFR",-21.3211729001318,1.05053100221094e-50,0.247572036323992,-2.01407972595322
"CTAGE6",-0.710456002087715,0.478670044259554,0.954823755907941,-0.0666936339303597
"CLN6",17.8905563740158,2.78016466413992e-40,1.72610401098422,0.787519400559759
"FAS",-15.2288999729576,2.00738744978285e-36,0.656079732963473,-0.60805693955478
"TSSK1B",-5.63174494644376,8.62540134409653e-08,0.763722907352425,-0.388878797856587
"ZNF483",-16.9988978436829,1.28323740637522e-36,0.344437902834094,-1.53768418553825
"ANGPTL6",12.8314887202927,5.77752302151118e-26,3.34450818486045,1.74179407591017
"ACMSD",1.99500358143887,0.0473203807306577,6.29539483660667,2.65429686419544
"TRIM24",10.8473802296483,5.36307665929436e-22,1.36942552020321,0.45357080342523
"TARBP1",11.6891761431093,1.3004054063594e-23,1.6227662863636,0.698455235385884
"SREBF1",12.4530015953269,6.14293225714572e-26,2.25907575772962,1.17573265208036
"OVGP1",3.53250099872082,0.000497663317572495,1.57965103596403,0.659605884801742
"CBR3",-3.05483344624201,0.00257396632453627,1.11119178615342,0.152107840177514
"MAPK8IP2",17.5308908494238,2.34033196606164e-39,6.60895043704426,2.72442117649856
"FBXO8",-15.319044060631,8.38431068287882e-34,0.738192134828347,-0.437931728618645
"PAGE3",2.17296339128724,0.0299963396452036,Inf,Inf
"ACVR2B",-1.48043715810352,0.140929336623635,0.981844750076954,-0.0264331721813449
"MEDAG",-15.864130125765,4.67405930422099e-32,0.193625238987888,-2.36866107518083
"PRLH",12.6569581620578,2.36768022809246e-34,28.6958852173909,4.84277197457366
"CUTC",-14.9200272548706,1.97120862214812e-29,0.466619834336199,-1.09968046246815
"VN1R4",0.323389919365042,0.746645390223101,3.24179446825116,1.69679262600834
"APOBEC3H",7.67245385939583,1.35159790787652e-12,2.37590989901003,1.24848012624132
"FAM206A",-1.48250914021176,0.13941375279229,1.02732137978998,0.0388875745468127
"MPST",-0.265772903343753,0.790773790426612,1.0739478750154,0.102923972576852
"RHOF",11.3832834209098,2.47014868731042e-22,3.33661300301655,1.73838436527184
"OCSTAMP",4.27892297727909,3.06335242130401e-05,4.59330741812552,2.19953334261902
"TMTC2",-3.75053157649169,0.000242140232760571,0.966010838589415,-0.0498887187750959
"DIP2C",-14.1097844655728,4.28435220361835e-29,0.611635971957043,-0.709254836916704
"PTPLAD1",9.66927864750462,1.69184370883211e-17,1.59110013673441,0.670024635306921
"PAQR5",6.31503989646236,3.09646581591597e-09,2.10430432891302,1.07334336530685
"TIGD4",-2.99695752213397,0.00322640024073947,0.876940439689655,-0.18944923429526
"SNORD114-2",NA,NA,NA,NA
"ZIM2",-7.37627953535132,9.69621435151844e-12,1.09820815378432,0.135151527905049
"PSMC4",24.9163019071716,8.85867340664796e-59,1.96467142282926,0.974288052284297
"STARD3NL",-0.327773478212362,0.743483145994348,1.01971422725833,0.028164896625658
"RXFP1",7.25087302160519,1.53263609551817e-11,2.91012908237558,1.54108314707614
"NDUFB10",11.9554782507964,1.74119689606578e-23,1.63002528923665,0.704894347507447
"NAPB",-1.85358439126561,0.0650603356060115,1.1347266086126,0.182344748697547
"RNMTL1",-0.0183654318235354,0.98536843574161,1.05457718733676,0.0766646937210506
"LLGL1",-1.85968793548367,0.0647385861903875,0.996503733183701,-0.00505288507087215
"HIST1H3E",8.37337871805278,2.6123886148526e-14,2.41427903808922,1.27159242986371
"OXGR1",-18.018141313186,5.55932106329302e-41,0.386836836309978,-1.37020291374539
"BTBD2",1.30736768165768,0.192953844782705,1.08799444459236,0.121671190062965
"LPCAT1",23.3597594322114,1.92392291165306e-59,2.34658737843924,1.2305641821194
"SNORD115-32",NA,NA,NA,NA
"SRI",0.600704749253933,0.548656570839023,1.10142941881603,0.139377048024142
"MLLT1",8.29211875563072,2.18689922521101e-14,1.20793865015903,0.2725471836705
"SEC62",-8.59579575094486,7.86502458900897e-15,0.823150997671991,-0.280770993996375
"TBC1D28",1.21955895103925,0.223967926747855,3.7453878398593,1.90511511939708
"NPS",1.63227029997728,0.102909286874077,Inf,Inf
"TYMP",16.98386195253,4.30383211268252e-36,3.81959653085118,1.93342025248035
"KHDRBS3",-9.94055722105532,2.77502132870216e-20,0.955157196473139,-0.0661899084307632
"LINC00634",16.861263594846,1.64953531465718e-40,5.9387820695594,2.57016709224347
"PTPRA",-5.59674487863938,6.58278265832232e-08,0.942439830451521,-0.0855275816309352
"PHF2",-12.7808446911743,6.62674201200031e-29,0.823687772723897,-0.27983052217023
"PIP4K2B",-10.1886973994755,6.30221907122028e-21,0.907746810319902,-0.139638139257357
"LRRC37A3",5.23526416731134,3.74205435630563e-07,1.54151136344938,0.624345524496427
"EFCC1",-1.61110404510056,0.108066487871972,1.73655946774469,0.796231816047592
"LINC00662",-3.33399475313607,0.000999992694882715,0.997548714863359,-0.00354079843890101
"SOST",-0.0908457645292418,0.927753796653693,0.690319743774508,-0.534663347619661
"RBBP7",23.4887508382065,1.20908561232766e-75,1.79435206226755,0.843462983153462
"NDST2",-5.65973031505112,5.99423400792363e-08,0.920870477071866,-0.118929843268703
"MAGI3",2.65341617158223,0.0087198055899862,1.30439789400602,0.383384016921555
"MEG8",-4.30894643665988,3.36914226007896e-05,0.389840232531446,-1.35904510670719
"TSSK2",NA,NA,NA,NA
"SLC8B1",-1.35716650789855,0.176553582855133,1.0022198613187,0.00319903352278522
"ZNF224",-8.9581709557807,8.68654437078786e-16,0.760939422524958,-0.394146487809578
"TMEM79",17.3143183447565,7.93561309026293e-37,2.73269838718646,1.45032623581325
"KLHDC3",0.944337550472364,0.346225685173511,1.10540446633321,0.144574346815923
"CPQ",-15.3853760111211,1.32764871313556e-34,0.634984028005613,-0.655207791202392
"ANKK1",-11.8422571520081,1.2936149776702e-22,0.373896127163785,-1.41929056712679
"TMEM45B",2.0828983038935,0.0391082241221805,1.64500998345747,0.71809633960847
"LRRC36",6.04717986215984,8.45836819720987e-09,2.1580927950107,1.10975690005461
"C15orf32",-5.76981501273315,6.47711301824465e-08,0.280705399903464,-1.83287127778072
"IFNA16",4.20503290089839,2.82296069243935e-05,Inf,Inf
"HSP90B1",10.2496761250007,1.71228538968888e-20,1.29577291906651,0.373812911709241
"KCNK17",-4.82020523037493,3.72985408183043e-06,1.02669828566731,0.0380122812441486
"TCF7L2",-29.1188907022965,1.68405343615742e-85,0.448611721617374,-1.15646077830106
"TAF7",-10.8166448286083,4.07115284567322e-23,0.869716988433503,-0.201382079912126
"PPT2",-10.8758165947852,7.33498150661362e-24,0.885554694203622,-0.175346680491172
"ZGLP1",4.43644416349831,1.68791666122944e-05,1.59618046907568,0.67462377632298
"PP12613",5.99801282165957,6.46526486153389e-09,4.77942926313102,2.25683834866381
"MYLIP",-15.4251890891922,3.37935000059055e-39,0.745752303851614,-0.423231565404093
"CACNA1G",-10.7659469710537,3.87086004357621e-20,0.414320774940803,-1.27117993290326
"HS6ST3",8.72301126974039,9.82646168317498e-16,7.2235645227791,2.85271092164433
"OR8K3",2.97764830381024,0.00296844130713957,Inf,Inf
"ACTRT1",1.15861274799855,0.248313655885769,1.87451677927662,0.906518739614174
"IPCEF1",-4.1765333946577,4.80029094655046e-05,0.994341496955451,-0.00818667835933138
"ZNF470",-15.7430802917383,9.24792218771096e-39,0.678693623318039,-0.559167636574374
"MBOAT4",-4.27778077874414,3.37121471809668e-05,1.1559784442053,0.209114495824694
"E2F8",22.5640718513554,5.07861637094455e-48,6.97033239799972,2.80122745631054
"HELZ2",13.7086777656318,3.5536685517448e-29,2.20753810562466,1.14243834130353
"GUSBP2",2.88910629331051,0.00444618826691876,1.38511125578047,0.47000186199025
"NUP155",6.86316207174314,9.16013576423675e-11,1.41473424058945,0.500531066630731
"EEF1E1",10.4367062453419,1.92868567804115e-19,1.43186499275227,0.517895470626681
"OR9Q1",-0.867695461469659,0.387126345554059,0.773588470525412,-0.370361801675198
"NACC1",25.8543799866598,3.62253104306083e-54,2.62654541722808,1.39316653124428
"DHRS1",-3.93044210666892,0.00012811959884823,0.915233374362757,-0.127788433341706
"APOA5",5.19054576040551,5.00913205411027e-07,5.0405530648202,2.33358203930011
"SPP1",12.8741397516132,9.82798488902932e-26,4.70837755660868,2.23523001222155
"USP53",-23.5305022186191,5.45237327421781e-55,0.405240021949543,-1.30315143156561
"DIRAS1",2.66595746412627,0.00842939674438956,1.79573982989182,0.844578344893107
"EIF2D",-11.4103319529818,4.48542594695151e-25,0.839193461658859,-0.252924657283294
"PIR",-4.88176615962675,2.56935383983023e-06,0.895365857756153,-0.159450788690808
"HBQ1",0.739982819113847,0.460270627450946,2.73474625716644,1.45140697908359
"SLC13A1",-0.878869222005227,0.381121009881396,0.810288523136519,-0.303492388394717
"GREB1",2.17473878350937,0.0311045309902875,1.8510033513348,0.888307507282886
"SSNA1",14.2069475077684,2.72053745547493e-29,1.95579104965751,0.967752245686165
"RDM1",25.8020433879207,5.68640061311187e-60,10.4583354304801,3.38658134252455
"PLA2G16",-11.0669530894136,7.89303202791011e-21,0.418899415310895,-1.25532422435841
"HK1",13.2310342815791,5.17762971328341e-27,1.46040369597696,0.546367225050102
"ILK",-7.92095127922322,4.39944457099677e-13,0.843406394259825,-0.245700135480454
"KIAA0922",-10.2934217408026,7.39175057999229e-20,0.751341311463608,-0.41245966584828
"ZNF385D",-21.8799041179318,7.16572330001295e-71,0.692037114653711,-0.531078681749368
"CYP2D6",0.21030546265453,0.833724475124403,1.28821499158243,0.36537338646984
"PSMD11",19.2033716481035,1.07895907867853e-53,1.69083609866381,0.757736818763172
"CSTF2T",-5.48063398693886,8.08094813495949e-08,0.95669108343585,-0.0638749427376585
"SCARNA16",-0.515743466637649,0.606851348672703,1.07946549473061,0.110317128143515
"SVIL",-17.4665016599872,7.06890225216591e-39,0.451109803585364,-1.14844945562615
"HLA-DRB1",4.46002602302099,1.57562014975709e-05,1.60874298507174,0.685933857583951
"DAAM1",-11.4421633911095,3.2318338834255e-23,0.693138035652524,-0.528785406997099
"GGN",3.53998757913894,0.000548791534005478,1.4273795255431,0.513368983601263
"C20orf202",-6.73836148474127,3.59481750511641e-10,0.757130662334793,-0.401385799120563
"PTH1R",-19.7624093909761,4.98823182518765e-43,0.227289835745735,-2.13739492567704
"ZNHIT1",8.96374923107293,4.39965806859189e-16,1.4748095620754,0.56052867543238
"ADAM21P1",1.77698144135905,0.0775653346453054,1.39390164848566,0.479128770497802
"WDR5B",-0.084435640091195,0.932817754404722,1.03043392790429,0.0432520012956054
"SERINC4",-3.23482469797616,0.00148202728456001,0.977048885442144,-0.0334973474116522
"PTBP3",10.1972077792567,1.08440624065243e-18,1.46313350752847,0.549061418048743
"CRABP2",13.2136841375212,2.23892719297362e-27,4.14126772722217,2.05007247395875
"PLGRKT",11.3867853885893,4.49628894407193e-23,1.56357551333681,0.644848896324539
"PON2",4.45609483515551,1.40032554882447e-05,1.21903690249873,0.285741799662867
"ABCC5",13.0883327919667,4.72009638111535e-30,2.08591980570693,1.06068369374795
"DUSP2",-2.16360638492477,0.0324373248363839,0.6377011343739,-0.649047647351165
"GAS7",-14.33791589935,1.68668604936668e-30,0.465736482942198,-1.1024141964134
"ZNF263",7.44860486133456,6.67459029218939e-12,1.24115894925265,0.311687886309742
"LINC00921",7.44860486133456,6.67459029218939e-12,1.24115894925265,0.311687886309742
"SNORD115-39",NA,NA,NA,NA
"IL1RN",5.04507406426173,1.42711425257594e-06,1.5900264831611,0.669050794947991
"KRTAP4-9",3.29643979181189,0.00103786143922282,8.89174823357945,3.15246709958976
"DDX39B",0.650677538275559,0.516114672804371,1.03664469213475,0.0519214980743728
"AMN",-0.443811556114344,0.657808639325687,1.37304655833454,0.457380546344097
"PRAC2",20.4320464898775,8.56699251302872e-80,90.8745326888862,6.50580413505676
"ABHD13",-11.5311784100534,9.66028328406933e-23,0.760315940499768,-0.39532905649338
"FOXP4",11.0487143498868,2.71535433259386e-22,1.60718314179651,0.684534336422441
